Game Number,Deal Number,Player Number,Team Number,Play Style,Tricks Won,Games Won,Trump in Hand,Bowers in Hand,Suits in Hand,Aces in Hand,Trick 1 Play 1s,Average Rank,Craig Score,Ryan Score,Probability Score,Average Rank Pred,Ryan Pred,Probability Pred,Gradient Pred,Regression Pred,Card 1 Rank,Card 2 Rank,Card 3 Rank,Card 4 Rank,Card 5 Rank
935,8,3,1,STANDARD,1,0,2,1,3,1,0,10.0,1.75,0.47,0.394,1.5,2.35,1.97,2.23,2.0,2,3,10,16,19
935,8,4,2,STANDARD,1,1,2,0,3,0,0,12.0,0,0.331,0.188,1.25,1.655,0.94,1.315,1.0,4,6,14,17,19
935,9,1,1,STANDARD,0,0,1,1,4,0,0,14.6,1,0.207,0.166,1.027,1.035,0.83,0.519,1.0,2,14,16,19,22
935,9,2,2,STANDARD,5,1,2,1,3,2,1,9.2,1.75,0.588,0.506,1.63,2.94,2.53,2.23,3.0,1,3,8,10,24
935,9,3,1,STANDARD,0,0,1,0,4,0,0,14.8,0,0.179,0.115,1.014,0.895,0.575,0.098,0.0,6,11,14,21,22
935,9,4,2,STANDARD,0,1,1,0,3,1,0,12.4,0.75,0.306,0.21,1.21,1.53,1.05,0.591,1.0,7,8,11,17,19
935,10,1,1,STANDARD,0,0,0,0,3,0,0,19.0,0,0.063,0.032,0.789,0.315,0.16,0.098,0.0,11,17,21,22,24
935,10,2,2,STANDARD,0,1,1,0,4,0,0,12.6,0,0.221,0.147,1.19,1.105,0.735,0.098,0.0,3,13,14,16,17
935,10,3,1,STANDARD,0,0,0,0,2,1,1,14.2,1.75,0.184,0.14,1.056,0.92,0.7,0.591,0.0,8,11,14,19,19
935,10,4,2,STANDARD,5,1,4,1,2,1,0,5.2,4.0,0.858,0.546,2.885,4.29,2.73,3.343,4.0,2,4,5,7,8
935,11,1,1,STANDARD,3,0,2,1,3,2,0,7.8,1.75,0.55,0.444,1.923,2.75,2.22,2.23,3.0,2,7,8,8,14
935,11,2,2,STANDARD,0,1,1,0,4,0,0,13.4,0,0.202,0.13,1.119,1.01,0.65,0.098,0.0,4,11,16,17,19
935,11,3,1,STANDARD,1,0,2,1,3,0,0,12.6,1,0.437,0.315,1.19,2.185,1.575,1.736,2.0,1,5,11,22,24
935,11,4,2,STANDARD,1,1,2,0,3,1,1,10.8,0.75,0.413,0.298,1.389,2.065,1.49,1.315,1.0,3,6,10,13,22
935,12,1,1,STANDARD,0,0,2,0,4,0,1,12.6,0,0.255,0.182,1.19,1.275,0.91,1.315,1.0,5,6,16,17,19
935,12,2,2,STANDARD,2,1,1,0,4,2,0,9.8,0.75,0.344,0.306,1.531,1.72,1.53,1.153,1.0,7,8,10,11,13
935,12,3,1,STANDARD,2,0,2,1,4,1,0,10.0,1.75,0.48,0.425,1.5,2.4,2.125,2.23,2.0,1,3,8,17,21
935,12,4,2,STANDARD,1,1,2,1,3,0,0,10.6,1,0.419,0.265,1.415,2.095,1.325,1.736,1.0,2,4,14,14,19
936,1,1,1,STANDARD,1,0,1,0,4,0,0,12.8,0,0.228,0.138,1.172,1.14,0.69,0.098,0.0,4,11,14,14,21
936,1,2,2,STANDARD,1,1,0,0,2,2,1,13.8,1.75,0.212,0.209,1.087,1.06,1.045,1.153,1.0,8,10,13,16,22
936,1,3,1,STANDARD,2,0,2,0,3,0,0,11.2,0,0.351,0.204,1.339,1.755,1.02,1.315,1.0,5,6,11,17,17
936,1,4,2,STANDARD,1,1,1,0,3,1,0,16.0,0.75,0.244,0.185,0.938,1.22,0.925,0.591,1.0,7,8,19,22,24
936,2,1,1,STANDARD,0,0,1,1,4,1,0,13.8,1.75,0.25,0.242,1.087,1.25,1.21,1.506,1.0,2,10,16,19,22
936,2,2,2,STANDARD,1,1,1,0,4,1,0,12.2,0.75,0.27,0.215,1.23,1.35,1.075,0.591,0.0,7,8,11,14,21
936,2,3,1,STANDARD,1,0,2,1,3,0,1,11.0,1,0.427,0.308,1.364,2.135,1.54,1.736,2.0,1,5,13,17,19
936,2,4,2,STANDARD,3,1,3,0,3,0,0,7.6,1.25,0.561,0.347,1.974,2.805,1.735,2.427,2.0,3,4,6,11,14
936,3,1,1,STANDARD,2,0,1,0,3,1,0,12.4,0.75,0.311,0.212,1.21,1.555,1.06,0.591,1.0,4,8,14,17,19
936,3,2,2,STANDARD,2,1,2,1,3,0,0,11.2,1,0.454,0.336,1.339,2.27,1.68,1.736,2.0,2,3,11,16,24
936,3,3,1,STANDARD,1,0,2,0,3,1,0,10.4,0.75,0.424,0.294,1.442,2.12,1.47,1.315,2.0,5,7,8,11,21
936,3,4,2,STANDARD,0,1,0,0,3,0,1,18.6,0,0.044,0.023,0.806,0.22,0.115,0.098,0.0,13,17,19,22,22
936,4,1,1,STANDARD,0,0,0,0,3,1,1,12.6,0.75,0.228,0.162,1.19,1.14,0.81,0.591,0.0,8,11,11,16,17
936,4,2,2,STANDARD,1,1,2,1,3,0,0,11.2,1,0.457,0.322,1.339,2.285,1.61,1.736,2.0,1,4,13,14,24
936,4,3,1,STANDARD,3,0,2,1,3,2,0,9.4,1.75,0.504,0.421,1.596,2.52,2.105,2.23,3.0,2,6,8,10,21
936,4,4,2,STANDARD,1,1,2,0,3,0,0,13.6,0,0.314,0.198,1.103,1.57,0.99,1.315,1.0,3,7,17,19,22
936,5,1,1,STANDARD,0,0,0,0,3,1,0,13.8,0.75,0.183,0.139,1.087,0.915,0.695,0.591,0.0,8,11,16,17,17
936,5,2,2,STANDARD,3,1,2,1,3,0,1,12.6,1,0.406,0.3,1.19,2.03,1.5,1.736,2.0,1,6,13,19,24
936,5,3,1,STANDARD,2,0,1,0,4,2,0,11.8,0.75,0.302,0.282,1.271,1.51,1.41,1.153,1.0,5,8,10,14,22
936,5,4,2,STANDARD,0,1,1,1,3,0,0,13.6,1,0.298,0.188,1.103,1.49,0.94,0.519,1.0,2,11,14,19,22
936,6,1,1,STANDARD,0,0,0,0,3,1,0,15.6,0.75,0.153,0.127,0.962,0.765,0.635,0.591,0.0,10,11,13,22,22
936,6,2,2,STANDARD,1,1,2,1,3,0,0,14.4,1,0.341,0.237,1.042,1.705,1.185,1.736,1.0,2,6,19,21,24
936,6,3,1,STANDARD,2,0,2,0,2,1,1,9.2,1.75,0.554,0.326,1.63,2.77,1.63,1.315,2.0,3,7,8,11,17
936,6,4,2,STANDARD,2,1,2,0,3,1,0,9.0,0.75,0.457,0.312,1.667,2.285,1.56,1.315,2.0,4,5,8,14,14
936,7,1,1,STANDARD,1,0,1,1,4,1,0,12.4,1.75,0.329,0.286,1.21,1.645,1.43,1.506,1.0,2,8,11,17,24
936,7,2,2,STANDARD,2,1,2,1,4,0,0,11.8,1,0.378,0.307,1.271,1.89,1.535,1.736,1.0,1,4,14,19,21
936,7,3,1,STANDARD,1,0,1,0,4,1,0,12.6,0.75,0.239,0.203,1.19,1.195,1.015,0.591,0.0,7,8,13,16,19
936,7,4,2,STANDARD,1,1,0,0,3,1,1,14.8,0.75,0.153,0.119,1.014,0.765,0.595,0.591,0.0,10,11,14,17,22
936,8,1,1,STANDARD,3,0,2,1,4,1,1,10.6,1.75,0.412,0.371,1.415,2.06,1.855,2.23,2.0,1,6,10,14,22
936,8,2,2,STANDARD,1,1,1,0,4,1,0,12.4,0.75,0.251,0.204,1.21,1.255,1.02,0.591,0.0,5,8,14,16,19
936,8,3,1,STANDARD,0,0,1,0,4,0,0,17.2,0,0.137,0.103,0.872,0.685,0.515,0.098,0.0,4,17,19,22,24
936,8,4,2,STANDARD,1,1,2,1,4,0,0,10.8,1,0.401,0.334,1.389,2.005,1.67,1.736,2.0,2,3,11,17,21
936,9,1,1,STANDARD,0,0,1,0,3,1,0,12.0,0.75,0.31,0.21,1.25,1.55,1.05,0.591,1.0,6,8,13,14,19
936,9,2,2,STANDARD,3,1,2,1,3,0,1,10.8,1,0.478,0.331,1.389,2.39,1.655,1.736,2.0,1,4,11,14,24
936,9,3,1,STANDARD,1,0,1,1,3,1,0,13.6,1.75,0.3,0.243,1.103,1.5,1.215,1.506,1.0,2,10,16,19,21
936,9,4,2,STANDARD,1,1,1,0,3,1,0,14.2,0.75,0.258,0.187,1.056,1.29,0.935,0.591,1.0,7,8,17,17,22
936,10,1,1,STANDARD,3,0,3,1,2,0,0,9.0,3.25,0.678,0.408,1.667,3.39,2.04,2.849,3.0,1,3,5,17,19
936,10,2,2,STANDARD,1,1,2,1,4,1,0,9.4,1.75,0.413,0.344,1.596,2.065,1.72,2.23,2.0,2,7,8,14,16
936,10,3,1,STANDARD,0,0,0,0,2,0,1,16.8,1,0.111,0.052,0.893,0.555,0.26,0.098,0.0,11,13,14,22,24
936,10,4,2,STANDARD,1,1,1,0,3,1,0,12.6,0.75,0.313,0.214,1.19,1.565,1.07,0.591,1.0,6,8,11,17,21
936,11,1,1,STANDARD,0,0,1,0,4,0,0,15.0,0,0.203,0.132,1.0,1.015,0.66,0.098,0.0,4,11,14,22,24
936,11,2,2,STANDARD,2,1,0,0,3,3,0,13.0,0.75,0.275,0.295,1.154,1.375,1.475,1.153,1.0,8,8,10,17,22
936,11,3,1,STANDARD,0,0,2,0,3,0,0,11.6,0,0.339,0.194,1.293,1.695,0.97,1.315,1.0,5,7,11,16,19
936,11,4,2,STANDARD,3,1,3,2,2,0,1,8.6,3.25,0.713,0.498,1.744,3.565,2.49,2.849,3.0,1,2,6,13,21
936,12,1,1,STANDARD,2,0,4,0,2,0,1,9.0,2.25,0.702,0.398,1.667,3.51,1.99,2.427,3.0,3,5,6,7,24
936,12,2,2,STANDARD,1,1,1,1,4,2,0,11.0,1.75,0.409,0.412,1.364,2.045,2.06,1.506,2.0,1,8,8,17,21
936,12,3,1,STANDARD,0,0,1,0,4,0,0,11.8,0,0.253,0.154,1.271,1.265,0.77,0.098,0.0,4,11,11,16,17
936,12,4,2,STANDARD,2,1,1,1,4,1,0,11.6,1.75,0.294,0.261,1.293,1.47,1.305,1.506,1.0,2,10,13,14,19
937,1,1,1,STANDARD,2,1,2,1,3,0,0,9.4,1,0.461,0.316,1.596,2.305,1.58,1.736,2.0,1,7,11,14,14
937,1,2,2,STANDARD,3,0,2,0,3,2,1,9.0,0.75,0.496,0.393,1.667,2.48,1.965,1.877,2.0,3,5,8,10,19
937,1,3,1,STANDARD,0,1,1,1,4,0,0,17.8,1,0.17,0.157,0.843,0.85,0.785,0.519,1.0,2,19,22,22,24
937,1,4,2,STANDARD,0,0,1,0,4,1,0,12.4,0.75,0.254,0.21,1.21,1.27,1.05,0.591,1.0,4,8,16,17,17
937,2,1,1,STANDARD,1,1,2,1,3,0,0,14.6,1,0.362,0.28,1.027,1.81,1.4,1.736,1.0,1,7,19,22,24
937,2,2,2,STANDARD,0,0,1,0,3,0,0,15.2,0,0.231,0.131,0.987,1.155,0.655,0.098,0.0,3,14,16,21,22
937,2,3,1,STANDARD,2,1,3,1,2,0,1,8.4,3.25,0.645,0.376,1.786,3.225,1.88,2.849,3.0,2,4,5,14,17
937,2,4,2,STANDARD,2,0,1,0,4,1,0,11.8,0.75,0.256,0.207,1.271,1.28,1.035,0.591,0.0,6,10,11,13,19
937,3,1,1,STANDARD,2,1,3,0,3,1,0,9.2,2.0,0.533,0.384,1.63,2.665,1.92,2.427,2.0,3,5,6,10,22
937,3,2,2,STANDARD,1,0,1,1,4,1,0,11.6,1.75,0.34,0.317,1.293,1.7,1.585,1.506,1.0,1,8,14,16,19
937,3,3,1,STANDARD,1,1,2,1,3,0,0,11.8,1,0.388,0.258,1.271,1.94,1.29,1.736,1.0,2,7,11,17,22
937,3,4,2,STANDARD,1,0,0,0,3,1,1,14.2,0.75,0.168,0.132,1.056,0.84,0.66,0.591,0.0,8,13,14,17,19
937,4,1,1,STANDARD,5,1,4,1,2,1,1,5.0,4.0,0.897,0.598,3.0,4.485,2.99,3.343,5.0,1,3,6,7,8
937,4,2,2,STANDARD,0,0,1,1,3,0,0,14.2,1,0.295,0.187,1.056,1.475,0.935,0.519,1.0,2,11,14,22,22
937,4,3,1,STANDARD,0,1,2,0,3,0,0,12.4,0,0.344,0.213,1.21,1.72,1.065,1.315,1.0,4,5,13,19,21
937,4,4,2,STANDARD,0,0,0,0,2,2,0,13.4,1.75,0.207,0.2,1.119,1.035,1.0,1.153,1.0,8,10,14,16,19
937,5,1,1,STANDARD,2,1,2,1,3,0,0,11.2,1,0.438,0.309,1.339,2.19,1.545,1.736,2.0,1,4,14,16,21
937,5,2,2,STANDARD,1,0,1,0,4,1,1,11.2,0.75,0.299,0.244,1.339,1.495,1.22,0.591,1.0,3,10,11,13,19
937,5,3,1,STANDARD,1,1,1,1,3,0,0,13.2,1,0.304,0.189,1.136,1.52,0.945,0.519,1.0,2,11,14,17,22
937,5,4,2,STANDARD,1,0,1,0,4,2,0,12.4,0.75,0.319,0.299,1.21,1.595,1.495,1.153,1.0,5,8,8,17,24
937,6,1,1,STANDARD,0,1,1,0,4,0,0,13.4,0,0.185,0.115,1.119,0.925,0.575,0.098,0.0,7,11,14,16,19
937,6,2,2,STANDARD,0,0,1,0,3,0,0,15.6,0,0.226,0.129,0.962,1.13,0.645,0.098,0.0,3,14,17,22,22
937,6,3,1,STANDARD,4,1,1,1,4,3,1,7.6,1.75,0.52,0.517,1.974,2.6,2.585,1.506,3.0,1,8,8,10,11
937,6,4,2,STANDARD,1,0,2,1,3,0,0,14.4,1,0.341,0.237,1.042,1.705,1.185,1.736,1.0,2,6,19,21,24
937,7,1,1,STANDARD,2,1,3,0,3,1,0,7.2,2.0,0.61,0.459,2.083,3.05,2.295,2.427,3.0,3,4,5,8,16
937,7,2,2,STANDARD,1,0,1,1,3,0,0,14.0,1,0.328,0.234,1.071,1.64,1.17,0.519,1.0,1,11,14,22,22
937,7,3,1,STANDARD,0,1,0,0,3,1,0,14.0,0.75,0.195,0.15,1.071,0.975,0.75,0.591,0.0,8,11,13,17,21
937,7,4,2,STANDARD,2,0,1,1,3,1,1,14.4,1.75,0.295,0.241,1.042,1.475,1.205,1.506,1.0,2,10,17,19,24
937,8,1,1,STANDARD,3,1,3,1,3,0,1,7.4,2.25,0.571,0.37,2.027,2.855,1.85,2.849,2.0,2,6,7,11,11
937,8,2,2,STANDARD,2,0,1,1,4,1,0,11.6,1.75,0.349,0.32,1.293,1.745,1.6,1.506,1.0,1,8,14,14,21
937,8,3,1,STANDARD,0,1,0,0,3,1,0,16.6,0.75,0.112,0.105,0.904,0.56,0.525,0.591,0.0,10,13,16,22,22
937,8,4,2,STANDARD,0,0,2,0,3,0,0,12.6,0,0.34,0.21,1.19,1.7,1.05,1.315,1.0,3,5,17,19,19
938,1,1,1,STANDARD,0,0,0,0,3,1,0,14.2,0.75,0.156,0.12,1.056,0.78,0.6,0.591,0.0,10,11,14,17,19
938,1,2,2,STANDARD,2,1,2,0,3,0,1,10.4,0,0.388,0.229,1.442,1.94,1.145,1.315,1.0,3,7,11,14,17
938,1,3,1,STANDARD,2,0,2,0,3,0,0,12.2,0,0.34,0.198,1.23,1.7,0.99,1.315,1.0,4,6,13,16,22
938,1,4,2,STANDARD,1,1,1,1,4,1,0,14.2,1.75,0.304,0.308,1.056,1.52,1.54,1.506,1.0,1,8,19,21,22
938,2,1,1,STANDARD,1,0,2,0,3,0,0,13.0,0,0.367,0.226,1.154,1.835,1.13,1.315,1.0,3,6,11,21,24
938,2,2,2,STANDARD,3,1,2,1,3,1,0,10.2,1.75,0.492,0.388,1.471,2.46,1.94,2.23,2.0,1,4,10,14,22
938,2,3,1,STANDARD,0,0,0,0,2,0,1,16.4,1,0.094,0.039,0.915,0.47,0.195,0.098,0.0,11,14,16,19,22
938,2,4,2,STANDARD,1,1,2,1,2,1,0,10.2,2.75,0.551,0.348,1.471,2.755,1.74,2.23,2.0,2,5,8,17,19
938,3,1,1,STANDARD,3,0,2,1,3,1,0,10.2,1.75,0.453,0.368,1.471,2.265,1.84,2.23,2.0,1,7,10,14,19
938,3,2,2,STANDARD,0,1,1,0,4,0,0,13.8,0,0.181,0.121,1.087,0.905,0.605,0.098,0.0,4,13,16,17,19
938,3,3,1,STANDARD,2,0,2,0,3,1,0,10.0,0.75,0.467,0.328,1.5,2.335,1.64,1.315,2.0,3,6,8,11,22
938,3,4,2,STANDARD,0,1,1,0,4,1,1,12.4,0.75,0.274,0.221,1.21,1.37,1.105,0.591,1.0,5,8,11,17,21
938,4,1,1,STANDARD,1,0,1,0,3,1,1,13.0,0.75,0.308,0.211,1.154,1.54,1.055,0.591,1.0,4,8,14,17,22
938,4,2,2,STANDARD,2,1,1,0,3,1,0,11.6,0.75,0.371,0.255,1.293,1.855,1.275,0.591,1.0,3,8,11,14,22
938,4,3,1,STANDARD,1,0,1,1,4,1,0,14.2,1.75,0.278,0.289,1.056,1.39,1.445,1.506,1.0,1,10,17,19,24
938,4,4,2,STANDARD,1,1,3,1,3,0,0,8.4,2.25,0.53,0.349,1.786,2.65,1.745,2.849,2.0,2,6,7,11,16
938,5,1,1,STANDARD,1,0,2,0,4,0,0,13.4,0,0.272,0.187,1.119,1.36,0.935,1.315,1.0,4,6,14,19,24
938,5,2,2,STANDARD,3,1,1,1,4,2,1,11.6,1.75,0.375,0.391,1.293,1.875,1.955,1.506,2.0,1,8,10,17,22
938,5,3,1,STANDARD,0,0,1,0,3,0,0,14.4,0,0.231,0.119,1.042,1.155,0.595,0.098,0.0,5,11,16,19,21
938,5,4,2,STANDARD,1,1,2,1,4,1,0,8.0,1.75,0.495,0.433,1.875,2.475,2.165,2.23,2.0,2,3,8,13,14
938,6,1,1,STANDARD,3,0,3,1,3,0,0,6.6,2.25,0.635,0.436,2.273,3.175,2.18,2.849,3.0,2,3,6,11,11
938,6,2,2,STANDARD,1,1,2,0,4,1,0,9.8,0.75,0.35,0.27,1.531,1.75,1.35,1.315,1.0,4,7,10,14,14
938,6,3,1,STANDARD,1,0,0,0,3,1,1,17.8,0.75,0.107,0.11,0.843,0.535,0.55,0.591,0.0,8,19,19,21,22
938,6,4,2,STANDARD,0,1,0,0,3,1,0,14.2,0.75,0.162,0.13,1.056,0.81,0.65,0.591,0.0,8,13,16,17,17
938,7,1,1,STANDARD,1,0,2,0,4,1,0,9.4,0.75,0.417,0.344,1.596,2.085,1.72,1.315,2.0,3,4,10,11,19
938,7,2,2,STANDARD,1,1,1,0,3,0,0,15.6,0,0.227,0.119,0.962,1.135,0.595,0.098,0.0,5,11,16,22,24
938,7,3,1,STANDARD,2,0,1,1,4,2,0,11.4,1.75,0.404,0.412,1.316,2.02,2.06,1.506,2.0,1,8,8,19,21
938,7,4,2,STANDARD,1,1,2,1,3,0,1,10.6,1,0.391,0.255,1.415,1.955,1.275,1.736,1.0,2,7,13,14,17
938,8,1,1,STANDARD,0,0,1,0,4,0,1,17.8,0,0.116,0.087,0.843,0.58,0.435,0.098,0.0,7,14,22,22,24
938,8,2,2,STANDARD,1,1,1,1,3,0,0,13.0,1,0.294,0.186,1.154,1.47,0.93,0.519,1.0,2,11,16,17,19
938,8,3,1,STANDARD,1,0,1,0,4,1,0,13.6,0.75,0.2,0.174,1.103,1.0,0.87,0.591,0.0,6,10,14,17,21
938,8,4,2,STANDARD,3,1,2,0,3,1,0,9.4,0.75,0.465,0.324,1.596,2.325,1.62,1.315,2.0,4,5,8,11,19
938,9,1,1,STANDARD,2,0,1,0,4,1,0,15.6,0.75,0.199,0.186,0.962,0.995,0.93,0.591,0.0,7,8,17,22,24
938,9,2,2,STANDARD,1,1,1,0,3,1,1,11.8,0.75,0.34,0.231,1.271,1.7,1.155,0.591,1.0,4,8,11,17,19
938,9,3,1,STANDARD,0,0,1,0,3,0,0,16.8,0,0.166,0.088,0.893,0.83,0.44,0.098,0.0,6,16,19,21,22
938,9,4,2,STANDARD,2,1,2,1,4,0,0,8.8,1,0.443,0.336,1.705,2.215,1.68,1.736,2.0,1,5,11,13,14
938,10,1,1,STANDARD,3,0,2,0,3,1,0,8.8,0.75,0.488,0.359,1.705,2.44,1.795,1.315,2.0,3,4,8,13,16
938,10,2,2,STANDARD,1,1,1,0,4,2,0,13.8,0.75,0.278,0.277,1.087,1.39,1.385,1.153,1.0,5,8,10,22,24
938,10,3,1,STANDARD,0,0,0,0,2,0,1,18.2,1,0.039,0.014,0.824,0.195,0.07,0.098,0.0,14,17,19,19,22
938,10,4,2,STANDARD,1,1,2,1,3,0,0,10.8,1,0.438,0.31,1.389,2.19,1.55,1.736,2.0,1,7,11,14,21
938,11,1,1,STANDARD,1,0,1,0,3,1,0,14.0,0.75,0.318,0.231,1.071,1.59,1.155,0.591,1.0,3,8,14,21,24
938,11,2,2,STANDARD,3,1,3,2,3,0,0,8.0,2.25,0.618,0.495,1.875,3.09,2.475,2.849,3.0,1,2,7,13,17
938,11,3,1,STANDARD,0,0,0,0,2,0,0,16.0,1,0.119,0.056,0.938,0.595,0.28,0.098,0.0,11,11,17,19,22
938,11,4,2,STANDARD,1,1,1,0,4,2,1,11.4,0.75,0.307,0.29,1.316,1.535,1.45,1.153,1.0,4,8,10,16,19
939,1,1,1,STANDARD,3,1,2,1,3,1,0,9.6,1.75,0.532,0.425,1.562,2.66,2.125,2.23,2.0,1,3,8,17,19
939,1,2,2,STANDARD,0,0,1,0,2,1,1,15.4,1.75,0.32,0.17,0.974,1.6,0.85,0.591,1.0,6,10,16,21,24
939,1,3,1,STANDARD,2,1,3,1,3,1,0,7.0,3.0,0.609,0.436,2.143,3.045,2.18,3.343,3.0,2,5,7,8,13
939,1,4,2,STANDARD,0,0,0,0,2,0,0,17.6,1,0.081,0.036,0.852,0.405,0.18,0.098,0.0,11,14,19,22,22
939,2,1,1,STANDARD,1,1,2,0,3,0,0,14.8,0,0.311,0.197,1.014,1.555,0.985,1.315,1.0,4,5,19,22,24
939,2,2,2,STANDARD,2,0,2,1,3,1,0,9.8,1.75,0.512,0.417,1.531,2.56,2.085,2.23,2.0,2,3,8,14,22
939,2,3,1,STANDARD,0,1,1,0,4,0,1,14.4,0,0.147,0.101,1.042,0.735,0.505,0.098,0.0,7,13,16,17,19
939,2,4,2,STANDARD,2,0,0,0,3,1,0,14.6,0.75,0.154,0.12,1.027,0.77,0.6,0.591,0.0,10,11,14,17,21
939,3,1,1,STANDARD,1,1,2,1,3,0,0,12.0,1,0.4,0.296,1.25,2.0,1.48,1.736,1.0,1,7,13,17,22
939,3,2,2,STANDARD,1,0,0,0,3,1,0,16.2,0.75,0.124,0.114,0.926,0.62,0.57,0.591,0.0,8,16,17,19,21
939,3,3,1,STANDARD,3,1,3,1,2,0,0,9.4,3.25,0.643,0.393,1.596,3.215,1.965,2.849,3.0,2,3,6,14,22
939,3,4,2,STANDARD,0,0,1,0,4,1,1,11.6,0.75,0.273,0.214,1.293,1.365,1.07,0.591,0.0,4,10,11,14,19
939,4,1,1,STANDARD,2,1,2,0,3,1,1,9.4,0.75,0.447,0.328,1.596,2.235,1.64,1.315,2.0,3,4,10,14,16
939,4,2,2,STANDARD,1,0,0,0,3,1,0,17.2,0.75,0.136,0.125,0.872,0.68,0.625,0.591,0.0,8,13,19,22,24
939,4,3,1,STANDARD,1,1,1,0,3,1,0,11.8,0.75,0.322,0.215,1.271,1.61,1.075,0.591,1.0,7,8,11,14,19
939,4,4,2,STANDARD,1,0,2,1,4,0,0,12.4,1,0.317,0.246,1.21,1.585,1.23,1.736,1.0,2,5,17,17,21
939,5,1,1,STANDARD,3,1,2,0,3,2,0,9.4,0.75,0.473,0.373,1.596,2.365,1.865,1.877,2.0,5,7,8,8,19
939,5,2,2,STANDARD,0,0,0,0,3,1,1,14.6,0.75,0.135,0.111,1.027,0.675,0.555,0.591,0.0,10,13,14,17,19
939,5,3,1,STANDARD,1,1,1,1,4,0,0,14.4,1,0.278,0.235,1.042,1.39,1.175,0.519,1.0,1,11,14,22,24
939,5,4,2,STANDARD,1,0,2,1,3,0,0,13.4,1,0.35,0.239,1.119,1.75,1.195,1.736,1.0,2,6,16,21,22
939,6,1,1,STANDARD,1,1,1,1,4,1,0,12.0,1.75,0.296,0.266,1.25,1.48,1.33,1.506,1.0,2,8,16,17,17
939,6,2,2,STANDARD,3,0,2,1,4,2,0,7.2,1.75,0.54,0.493,2.083,2.7,2.465,2.23,3.0,1,6,8,10,11
939,6,3,1,STANDARD,0,1,0,0,2,0,1,17.0,1,0.084,0.037,0.882,0.42,0.185,0.098,0.0,11,14,19,19,22
939,6,4,2,STANDARD,1,0,2,0,3,0,0,14.2,0,0.295,0.173,1.056,1.475,0.865,1.315,1.0,5,7,14,21,24
939,7,1,1,STANDARD,1,1,2,0,3,0,0,10.0,0,0.397,0.227,1.5,1.985,1.135,1.315,1.0,5,6,11,11,17
939,7,2,2,STANDARD,3,0,3,1,3,0,0,8.4,2.25,0.556,0.4,1.786,2.78,2.0,2.849,2.0,2,3,7,13,17
939,7,3,1,STANDARD,0,1,1,0,3,2,0,13.0,0.75,0.345,0.287,1.154,1.725,1.435,1.153,1.0,4,8,10,19,24
939,7,4,2,STANDARD,1,0,1,1,3,0,1,14.0,1,0.302,0.217,1.071,1.51,1.085,0.519,1.0,1,14,14,19,22
939,8,1,1,STANDARD,0,1,0,0,3,0,1,17.0,0,0.054,0.018,0.882,0.27,0.09,0.098,0.0,14,16,17,17,21
939,8,2,2,STANDARD,1,0,2,0,4,0,0,13.4,0,0.306,0.221,1.119,1.53,1.105,1.315,1.0,3,7,11,22,24
939,8,3,1,STANDARD,3,1,3,1,2,1,0,6.8,4.0,0.711,0.466,2.206,3.555,2.33,3.343,3.0,2,4,5,10,13
939,8,4,2,STANDARD,1,0,1,1,3,1,0,12.2,1.75,0.407,0.332,1.23,2.035,1.66,1.506,2.0,1,8,11,19,22
939,9,1,1,STANDARD,1,1,0,0,3,2,0,13.0,0.75,0.245,0.221,1.154,1.225,1.105,1.153,1.0,8,10,11,14,22
939,9,2,2,STANDARD,1,0,2,0,3,1,1,10.6,0.75,0.424,0.294,1.415,2.12,1.47,1.315,2.0,5,7,8,11,22
939,9,3,1,STANDARD,2,1,3,1,3,0,0,9.0,2.25,0.557,0.382,1.667,2.785,1.91,2.849,2.0,1,4,6,17,17
939,9,4,2,STANDARD,1,0,2,1,4,0,0,12.4,1,0.365,0.315,1.21,1.825,1.575,1.736,2.0,2,3,14,19,24
939,10,1,1,STANDARD,1,1,1,0,3,1,0,12.0,0.75,0.303,0.207,1.25,1.515,1.035,0.591,1.0,6,8,13,16,17
939,10,2,2,STANDARD,2,0,2,1,3,0,0,11.0,1,0.461,0.321,1.364,2.305,1.605,1.736,2.0,1,5,11,14,24
939,10,3,1,STANDARD,0,1,1,0,4,0,1,15.6,0,0.127,0.089,0.962,0.635,0.445,0.098,0.0,7,14,17,19,21
939,10,4,2,STANDARD,2,0,2,1,3,1,0,9.4,1.75,0.521,0.379,1.596,2.605,1.895,2.23,2.0,2,4,8,11,22
939,11,1,1,STANDARD,5,1,4,1,2,1,0,4.8,4.0,0.913,0.633,3.125,4.565,3.165,3.343,5.0,1,3,4,6,10
939,11,2,2,STANDARD,0,0,0,0,3,2,0,15.6,0.75,0.209,0.214,0.962,1.045,1.07,1.153,1.0,8,8,17,21,24
939,11,3,1,STANDARD,0,1,1,0,4,0,0,14.6,0,0.171,0.113,1.027,0.855,0.565,0.098,0.0,5,13,14,19,22
939,11,4,2,STANDARD,0,0,1,1,4,0,1,14.2,1,0.212,0.167,1.056,1.06,0.835,0.519,1.0,2,14,16,17,22
940,1,1,1,STANDARD,3,1,3,1,3,1,0,8.0,3.0,0.61,0.461,1.875,3.05,2.305,3.343,3.0,1,4,6,10,19
940,1,2,2,STANDARD,0,0,1,0,3,1,1,12.4,0.75,0.324,0.221,1.21,1.62,1.105,0.591,1.0,5,8,11,17,21
